2026-05-18 19:47:00,576 | INFO     | StreamingEngine      | ============================================================
2026-05-18 19:47:40,772 | INFO     | StreamingEngine      | ⏱️  Price interval: 5s
2026-05-18 19:47:40,772 | INFO     | StreamingEngine      | ⏱️  OHLC interval: 60s
2026-05-18 19:47:40,772 | INFO     | StreamingEngine      | 📡 Data source: Binance Public API
2026-05-18 19:47:40,772 | INFO     | StreamingEngine      | ============================================================
2026-05-18 19:47:40,797 | INFO     | src.db_manager       | ✅ Connected to PostgreSQL: postgres@localhost:5432/portofolio_db
2026-05-18 19:47:40,894 | ERROR    | StreamingEngine      | 💀 Cannot start — Binance API unreachable
2026-05-18 19:52:18,458 | INFO     | StreamingEngine      | ============================================================
2026-05-18 19:52:18,458 | INFO     | StreamingEngine      | 🚀 Starting Real-Time Financial Market Streaming Engine
2026-05-18 19:52:18,458 | INFO     | StreamingEngine      | ============================================================
2026-05-18 19:52:18,458 | INFO     | StreamingEngine      | 📋 Symbols: bitcoin, ethereum, solana, ripple, cardano, dogecoin
2026-05-18 19:52:18,458 | INFO     | StreamingEngine      | ⏱️  Price interval: 15s
2026-05-18 19:52:18,458 | INFO     | StreamingEngine      | ⏱️  OHLC interval: 300s
2026-05-18 19:52:18,458 | INFO     | StreamingEngine      | 📡 Data source: CoinGecko Public API
2026-05-18 19:52:18,458 | INFO     | StreamingEngine      | ============================================================
2026-05-18 19:52:18,481 | INFO     | src.db_manager       | ✅ Connected to PostgreSQL: postgres@localhost:5432/portofolio_db
2026-05-18 19:52:19,083 | INFO     | StreamingEngine      | 🌐 CoinGecko API OK (latency: 0.60s)
2026-05-18 19:52:19,083 | INFO     | StreamingEngine      | 🕯️  OHLC fetcher started (interval: 300s)
2026-05-18 19:52:19,083 | INFO     | StreamingEngine      | ── Cycle 1 ──
2026-05-18 19:52:19,492 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,614.00, ADA=$0.25, DOGE=$0.11, ETH=$2,150.89, XRP=$1.40, SOL=$85.55
2026-05-18 19:52:19,522 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 12:52:19 UTC
2026-05-18 19:54:41,688 | INFO     | StreamingEngine      | ============================================================
2026-05-18 19:54:41,688 | INFO     | StreamingEngine      | 🚀 Starting Real-Time Financial Market Streaming Engine
2026-05-18 19:54:41,688 | INFO     | StreamingEngine      | ============================================================
2026-05-18 19:54:41,688 | INFO     | StreamingEngine      | 📋 Symbols: bitcoin, ethereum, solana, ripple, cardano, dogecoin
2026-05-18 19:54:41,688 | INFO     | StreamingEngine      | ⏱️  Price interval: 15s
2026-05-18 19:54:41,688 | INFO     | StreamingEngine      | ⏱️  OHLC interval: 300s
2026-05-18 19:54:41,688 | INFO     | StreamingEngine      | 📡 Data source: CoinGecko Public API
2026-05-18 19:54:41,688 | INFO     | StreamingEngine      | ============================================================
2026-05-18 19:54:41,753 | INFO     | src.db_manager       | ✅ Connected to PostgreSQL: postgres@localhost:5432/portofolio_db
2026-05-18 19:54:42,334 | INFO     | StreamingEngine      | 🌐 CoinGecko API OK (latency: 0.58s)
2026-05-18 19:54:42,335 | INFO     | StreamingEngine      | 🕯️  OHLC fetcher started (interval: 300s)
2026-05-18 19:54:42,335 | INFO     | StreamingEngine      | ── Cycle 1 ──
2026-05-18 19:54:42,400 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,578.00, ADA=$0.25, DOGE=$0.11, ETH=$2,149.93, XRP=$1.40, SOL=$85.51
2026-05-18 19:54:42,407 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 12:54:42 UTC
2026-05-18 19:54:52,336 | INFO     | StreamingEngine      | 🕯️  Fetching OHLC data for ['bitcoin', 'ethereum']...
2026-05-18 19:54:52,399 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for bitcoin
2026-05-18 19:54:52,420 | INFO     | src.db_manager       | 🕯️  Inserted 48 OHLC rows for BTC
2026-05-18 19:54:54,438 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for ethereum
2026-05-18 19:54:54,454 | INFO     | src.db_manager       | 🕯️  Inserted 48 OHLC rows for ETH
2026-05-18 19:54:57,411 | INFO     | StreamingEngine      | ── Cycle 2 ──
2026-05-18 19:54:57,487 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 60s before retry 1/3
2026-05-18 19:55:57,567 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 0s before retry 2/3
2026-05-18 19:55:59,867 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,568.00, ADA=$0.25, DOGE=$0.11, ETH=$2,149.93, XRP=$1.40, SOL=$85.46
2026-05-18 19:55:59,874 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 12:55:59 UTC
2026-05-18 19:56:14,879 | INFO     | StreamingEngine      | ── Cycle 3 ──
2026-05-18 19:56:14,963 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,568.00, ADA=$0.25, DOGE=$0.11, ETH=$2,149.93, XRP=$1.40, SOL=$85.46
2026-05-18 19:56:14,967 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 12:56:14 UTC
2026-05-18 19:56:21,350 | INFO     | StreamingEngine      | 
2026-05-18 19:56:21,351 | INFO     | StreamingEngine      | ============================================================
2026-05-18 19:56:21,351 | INFO     | StreamingEngine      | 🛑 Stopping Streaming Engine...
2026-05-18 19:56:21,351 | INFO     | StreamingEngine      | 📊 Final Statistics:
2026-05-18 19:56:21,351 | INFO     | StreamingEngine      |    ⏱️  Runtime: 99.0 seconds
2026-05-18 19:56:21,351 | INFO     | StreamingEngine      |    📈 Ticker rows inserted: 18
2026-05-18 19:56:21,351 | INFO     | StreamingEngine      |    🕯️  OHLC rows inserted: 96
2026-05-18 19:56:21,351 | INFO     | StreamingEngine      |    ❌ Fetch errors: 0
2026-05-18 19:56:21,353 | INFO     | StreamingEngine      |    💾 Total in market_ticker: 354 rows
2026-05-18 19:56:21,353 | INFO     | StreamingEngine      |    💾 Total in market_ohlc: 240 rows
2026-05-18 19:56:21,353 | INFO     | src.db_manager       | 🔌 Disconnected from PostgreSQL
2026-05-18 19:56:21,353 | INFO     | StreamingEngine      | ============================================================
2026-05-18 19:56:21,353 | INFO     | StreamingEngine      | 👋 Engine stopped. Goodbye!
2026-05-18 20:00:19,906 | INFO     | StreamingEngine      | ============================================================
2026-05-18 20:00:19,906 | INFO     | StreamingEngine      | 🚀 Starting Real-Time Financial Market Streaming Engine
2026-05-18 20:00:19,906 | INFO     | StreamingEngine      | ============================================================
2026-05-18 20:00:19,906 | INFO     | StreamingEngine      | 📋 Symbols: bitcoin, ethereum, solana, ripple, cardano, dogecoin
2026-05-18 20:00:19,907 | INFO     | StreamingEngine      | ⏱️  Price interval: 15s
2026-05-18 20:00:19,907 | INFO     | StreamingEngine      | ⏱️  OHLC interval: 300s
2026-05-18 20:00:19,907 | INFO     | StreamingEngine      | 📡 Data source: CoinGecko Public API
2026-05-18 20:00:19,907 | INFO     | StreamingEngine      | ============================================================
2026-05-18 20:00:19,935 | INFO     | src.db_manager       | ✅ Connected to PostgreSQL: postgres@localhost:5432/portofolio_db
2026-05-18 20:00:20,399 | INFO     | StreamingEngine      | 🌐 CoinGecko API OK (latency: 0.46s)
2026-05-18 20:00:20,400 | INFO     | StreamingEngine      | 🕯️  OHLC fetcher started (interval: 300s)
2026-05-18 20:00:20,400 | INFO     | StreamingEngine      | ── Cycle 1 ──
2026-05-18 20:00:20,785 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,586.00, ADA=$0.25, DOGE=$0.11, ETH=$2,150.94, XRP=$1.40, SOL=$85.51
2026-05-18 20:00:20,793 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 13:00:20 UTC
2026-05-18 20:00:30,405 | INFO     | StreamingEngine      | 🕯️  Fetching OHLC data for ['bitcoin', 'ethereum']...
2026-05-18 20:00:30,477 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for bitcoin
2026-05-18 20:00:30,491 | INFO     | src.db_manager       | 🕯️  Inserted 0 OHLC rows for BTC
2026-05-18 20:00:32,486 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for ethereum
2026-05-18 20:00:32,501 | INFO     | src.db_manager       | 🕯️  Inserted 0 OHLC rows for ETH
2026-05-18 20:00:35,798 | INFO     | StreamingEngine      | ── Cycle 2 ──
2026-05-18 20:00:35,867 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,586.00, ADA=$0.25, DOGE=$0.11, ETH=$2,150.94, XRP=$1.40, SOL=$85.51
2026-05-18 20:00:35,871 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 13:00:35 UTC
2026-05-18 20:00:45,870 | INFO     | StreamingEngine      | 
2026-05-18 20:00:45,872 | INFO     | StreamingEngine      | ============================================================
2026-05-18 20:00:45,872 | INFO     | StreamingEngine      | 🛑 Stopping Streaming Engine...
2026-05-18 20:00:45,872 | INFO     | StreamingEngine      | 📊 Final Statistics:
2026-05-18 20:00:45,872 | INFO     | StreamingEngine      |    ⏱️  Runtime: 25.5 seconds
2026-05-18 20:00:45,872 | INFO     | StreamingEngine      |    📈 Ticker rows inserted: 12
2026-05-18 20:00:45,872 | INFO     | StreamingEngine      |    🕯️  OHLC rows inserted: 0
2026-05-18 20:00:45,873 | INFO     | StreamingEngine      |    ❌ Fetch errors: 0
2026-05-18 20:00:45,876 | INFO     | StreamingEngine      |    💾 Total in market_ticker: 366 rows
2026-05-18 20:00:45,876 | INFO     | StreamingEngine      |    💾 Total in market_ohlc: 240 rows
2026-05-18 20:00:45,876 | INFO     | src.db_manager       | 🔌 Disconnected from PostgreSQL
2026-05-18 20:00:45,876 | INFO     | StreamingEngine      | ============================================================
2026-05-18 20:00:45,876 | INFO     | StreamingEngine      | 👋 Engine stopped. Goodbye!
2026-05-18 20:28:22,792 | INFO     | StreamingEngine      | ============================================================
2026-05-18 20:28:22,793 | INFO     | StreamingEngine      | 🚀 Starting Real-Time Financial Market Streaming Engine
2026-05-18 20:28:22,793 | INFO     | StreamingEngine      | ============================================================
2026-05-18 20:28:22,793 | INFO     | StreamingEngine      | 📋 Symbols: bitcoin, ethereum, solana, ripple, cardano, dogecoin
2026-05-18 20:28:22,793 | INFO     | StreamingEngine      | ⏱️  Price interval: 15s
2026-05-18 20:28:22,793 | INFO     | StreamingEngine      | ⏱️  OHLC interval: 300s
2026-05-18 20:28:22,793 | INFO     | StreamingEngine      | 📡 Data source: CoinGecko Public API
2026-05-18 20:28:22,793 | INFO     | StreamingEngine      | ============================================================
2026-05-18 20:28:22,875 | INFO     | src.db_manager       | ✅ Connected to PostgreSQL: postgres@localhost:5432/portofolio_db
2026-05-18 20:28:23,343 | INFO     | StreamingEngine      | 🌐 CoinGecko API OK (latency: 0.47s)
2026-05-18 20:28:23,344 | INFO     | StreamingEngine      | 🕯️  OHLC fetcher started (interval: 300s)
2026-05-18 20:28:23,345 | INFO     | StreamingEngine      | ── Cycle 1 ──
2026-05-18 20:28:23,685 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,297.00, ADA=$0.25, DOGE=$0.11, ETH=$2,143.48, XRP=$1.39, SOL=$85.20
2026-05-18 20:28:23,699 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 13:28:23 UTC
2026-05-18 20:28:33,349 | INFO     | StreamingEngine      | 🕯️  Fetching OHLC data for ['bitcoin', 'ethereum']...
2026-05-18 20:28:33,429 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for bitcoin
2026-05-18 20:28:33,446 | INFO     | src.db_manager       | 🕯️  Inserted 1 OHLC rows for BTC
2026-05-18 20:28:35,463 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for ethereum
2026-05-18 20:28:35,482 | INFO     | src.db_manager       | 🕯️  Inserted 1 OHLC rows for ETH
2026-05-18 20:28:36,485 | INFO     | StreamingEngine      | 
2026-05-18 20:28:36,485 | INFO     | StreamingEngine      | ============================================================
2026-05-18 20:28:36,485 | INFO     | StreamingEngine      | 🛑 Stopping Streaming Engine...
2026-05-18 20:28:36,485 | INFO     | StreamingEngine      | 📊 Final Statistics:
2026-05-18 20:28:36,485 | INFO     | StreamingEngine      |    ⏱️  Runtime: 13.1 seconds
2026-05-18 20:28:36,486 | INFO     | StreamingEngine      |    📈 Ticker rows inserted: 6
2026-05-18 20:28:36,486 | INFO     | StreamingEngine      |    🕯️  OHLC rows inserted: 2
2026-05-18 20:28:36,486 | INFO     | StreamingEngine      |    ❌ Fetch errors: 0
2026-05-18 20:28:36,488 | INFO     | StreamingEngine      |    💾 Total in market_ticker: 372 rows
2026-05-18 20:28:36,488 | INFO     | StreamingEngine      |    💾 Total in market_ohlc: 242 rows
2026-05-18 20:28:36,488 | INFO     | src.db_manager       | 🔌 Disconnected from PostgreSQL
2026-05-18 20:28:36,488 | INFO     | StreamingEngine      | ============================================================
2026-05-18 20:28:36,488 | INFO     | StreamingEngine      | 👋 Engine stopped. Goodbye!
2026-05-21 13:47:14,726 | INFO     | StreamingEngine      | ============================================================
2026-05-21 13:47:14,727 | INFO     | StreamingEngine      | 🚀 Starting Real-Time Financial Market Streaming Engine
2026-05-21 13:47:14,727 | INFO     | StreamingEngine      | ============================================================
2026-05-21 13:47:14,727 | INFO     | StreamingEngine      | 📋 Symbols: bitcoin, ethereum, solana, ripple, cardano, dogecoin
2026-05-21 13:47:14,727 | INFO     | StreamingEngine      | ⏱️  Price interval: 15s
2026-05-21 13:47:14,727 | INFO     | StreamingEngine      | ⏱️  OHLC interval: 300s
2026-05-21 13:47:14,727 | INFO     | StreamingEngine      | 📡 Data source: CoinGecko Public API
2026-05-21 13:47:14,727 | INFO     | StreamingEngine      | ============================================================
2026-05-21 13:47:14,755 | INFO     | src.db_manager       | ✅ Connected to PostgreSQL: postgres@localhost:5432/portofolio_db
2026-05-21 13:47:15,481 | INFO     | StreamingEngine      | 🌐 CoinGecko API OK (latency: 0.73s)
2026-05-21 13:47:15,482 | INFO     | StreamingEngine      | 🕯️  OHLC fetcher started (interval: 300s)
2026-05-21 13:47:15,482 | INFO     | StreamingEngine      | ── Cycle 1 ──
2026-05-21 13:47:15,528 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 60s before retry 1/3
2026-05-21 13:47:25,486 | INFO     | StreamingEngine      | 🕯️  Fetching OHLC data for ['bitcoin', 'ethereum']...
2026-05-21 13:47:25,528 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 50s before retry 1/3
2026-05-21 13:48:15,595 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 0s before retry 2/3
2026-05-21 13:48:17,671 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for bitcoin
2026-05-21 13:48:17,702 | INFO     | src.db_manager       | 🕯️  Inserted 48 OHLC rows for BTC
2026-05-21 13:48:18,035 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,577.00, ADA=$0.25, DOGE=$0.10, ETH=$2,128.37, XRP=$1.37, SOL=$86.21
2026-05-21 13:48:18,046 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 06:48:18 UTC
2026-05-21 13:48:19,585 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 60s before retry 1/3
2026-05-21 13:48:33,051 | INFO     | StreamingEngine      | ── Cycle 2 ──
2026-05-21 13:48:33,099 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 46s before retry 1/3
2026-05-21 13:48:44,346 | INFO     | StreamingEngine      | 
2026-05-21 13:48:44,347 | INFO     | StreamingEngine      | ============================================================
2026-05-21 13:48:44,347 | INFO     | StreamingEngine      | 🛑 Stopping Streaming Engine...
2026-05-21 13:48:44,347 | INFO     | StreamingEngine      | 📊 Final Statistics:
2026-05-21 13:48:44,347 | INFO     | StreamingEngine      |    ⏱️  Runtime: 88.9 seconds
2026-05-21 13:48:44,347 | INFO     | StreamingEngine      |    📈 Ticker rows inserted: 6
2026-05-21 13:48:44,347 | INFO     | StreamingEngine      |    🕯️  OHLC rows inserted: 48
2026-05-21 13:48:44,347 | INFO     | StreamingEngine      |    ❌ Fetch errors: 0
2026-05-21 13:48:44,351 | INFO     | StreamingEngine      |    💾 Total in market_ticker: 378 rows
2026-05-21 13:48:44,351 | INFO     | StreamingEngine      |    💾 Total in market_ohlc: 290 rows
2026-05-21 13:48:44,351 | INFO     | src.db_manager       | 🔌 Disconnected from PostgreSQL
2026-05-21 13:48:44,351 | INFO     | StreamingEngine      | ============================================================
2026-05-21 13:48:44,351 | INFO     | StreamingEngine      | 👋 Engine stopped. Goodbye!
2026-05-21 14:13:12,670 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:13:12,671 | INFO     | StreamingEngine      | 🚀 Starting Real-Time Financial Market Streaming Engine
2026-05-21 14:13:12,671 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:13:12,671 | INFO     | StreamingEngine      | 📋 Symbols: bitcoin, ethereum, solana, ripple, cardano, dogecoin
2026-05-21 14:13:12,671 | INFO     | StreamingEngine      | ⏱️  Price interval: 15s
2026-05-21 14:13:12,671 | INFO     | StreamingEngine      | ⏱️  OHLC interval: 300s
2026-05-21 14:13:12,671 | INFO     | StreamingEngine      | 📡 Data source: CoinGecko Public API
2026-05-21 14:13:12,671 | INFO     | StreamingEngine      | ============================================================
2026-05-21 14:13:12,858 | INFO     | src.db_manager       | ✅ Connected to PostgreSQL: postgres@localhost:5432/portofolio_db
2026-05-21 14:13:13,379 | INFO     | StreamingEngine      | 🌐 CoinGecko API OK (latency: 0.52s)
2026-05-21 14:13:13,379 | INFO     | StreamingEngine      | 🕯️  OHLC fetcher started (interval: 300s)
2026-05-21 14:13:13,380 | INFO     | StreamingEngine      | ── Cycle 1 ──
2026-05-21 14:13:13,773 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,512.00, ADA=$0.25, DOGE=$0.10, ETH=$2,126.53, XRP=$1.37, SOL=$86.27
2026-05-21 14:13:13,786 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:13:13 UTC
2026-05-21 14:13:23,380 | INFO     | StreamingEngine      | 🕯️  Fetching OHLC data for ['bitcoin', 'ethereum']...
2026-05-21 14:13:23,599 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 52s before retry 1/3
2026-05-21 14:13:28,790 | INFO     | StreamingEngine      | ── Cycle 2 ──
2026-05-21 14:13:28,839 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 47s before retry 1/3
2026-05-21 14:14:15,646 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 0s before retry 2/3
2026-05-21 14:14:17,636 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 60s before retry 3/3
2026-05-21 14:14:17,743 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 60s before retry 2/3
2026-05-21 14:15:17,640 | ERROR    | src.api_client       | 💀 All 3 attempts failed for: https://api.coingecko.com/api/v3/coins/bitcoin/ohlc
2026-05-21 14:15:17,699 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 0s before retry 1/3
2026-05-21 14:15:19,718 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for ethereum
2026-05-21 14:15:19,744 | INFO     | src.db_manager       | 🕯️  Inserted 48 OHLC rows for ETH
2026-05-21 14:15:19,963 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,526.00, ADA=$0.25, DOGE=$0.10, ETH=$2,126.83, XRP=$1.37, SOL=$86.33
2026-05-21 14:15:19,966 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:15:19 UTC
2026-05-21 14:15:34,967 | INFO     | StreamingEngine      | ── Cycle 3 ──
2026-05-21 14:15:35,020 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,526.00, ADA=$0.25, DOGE=$0.10, ETH=$2,126.83, XRP=$1.37, SOL=$86.33
2026-05-21 14:15:35,027 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:15:35 UTC
2026-05-21 14:15:50,033 | INFO     | StreamingEngine      | ── Cycle 4 ──
2026-05-21 14:15:50,096 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,526.00, ADA=$0.25, DOGE=$0.10, ETH=$2,126.83, XRP=$1.37, SOL=$86.33
2026-05-21 14:15:50,102 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:15:50 UTC
2026-05-21 14:16:05,107 | INFO     | StreamingEngine      | ── Cycle 5 ──
2026-05-21 14:16:05,163 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,526.00, ADA=$0.25, DOGE=$0.10, ETH=$2,126.83, XRP=$1.37, SOL=$86.33
2026-05-21 14:16:05,168 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:16:05 UTC
2026-05-21 14:16:20,173 | INFO     | StreamingEngine      | ── Cycle 6 ──
2026-05-21 14:16:20,215 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 55s before retry 1/3
2026-05-21 14:17:15,282 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 0s before retry 2/3
2026-05-21 14:17:17,270 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 60s before retry 3/3
2026-05-21 14:18:17,273 | ERROR    | src.api_client       | 💀 All 3 attempts failed for: https://api.coingecko.com/api/v3/simple/price
2026-05-21 14:18:17,277 | WARNING  | StreamingEngine      | ⚠️  No data fetched in cycle 6
2026-05-21 14:18:32,281 | INFO     | StreamingEngine      | ── Cycle 7 ──
2026-05-21 14:18:32,563 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,482.00, ADA=$0.25, DOGE=$0.10, ETH=$2,124.24, XRP=$1.37, SOL=$86.28
2026-05-21 14:18:32,596 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:18:32 UTC
2026-05-21 14:18:47,602 | INFO     | StreamingEngine      | ── Cycle 8 ──
2026-05-21 14:18:47,661 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,482.00, ADA=$0.25, DOGE=$0.10, ETH=$2,124.24, XRP=$1.37, SOL=$86.28
2026-05-21 14:18:47,667 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:18:47 UTC
2026-05-21 14:19:02,672 | INFO     | StreamingEngine      | ── Cycle 9 ──
2026-05-21 14:19:02,733 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,482.00, ADA=$0.25, DOGE=$0.10, ETH=$2,124.24, XRP=$1.37, SOL=$86.28
2026-05-21 14:19:02,736 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:19:02 UTC
2026-05-21 14:19:17,739 | INFO     | StreamingEngine      | ── Cycle 10 ──
2026-05-21 14:19:17,779 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 59s before retry 1/3
2026-05-21 14:20:16,821 | WARNING  | src.api_client       | ⏳ Rate limited (429). Waiting 0s before retry 2/3
2026-05-21 14:20:19,097 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,471.00, ADA=$0.25, DOGE=$0.10, ETH=$2,124.26, XRP=$1.37, SOL=$86.31
2026-05-21 14:20:19,102 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:20:19 UTC
2026-05-21 14:20:19,727 | INFO     | StreamingEngine      | 🕯️  Fetching OHLC data for ['bitcoin', 'ethereum']...
2026-05-21 14:20:20,843 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for bitcoin
2026-05-21 14:20:20,871 | INFO     | src.db_manager       | 🕯️  Inserted 1 OHLC rows for BTC
2026-05-21 14:20:22,851 | INFO     | src.api_client       | 🕯️  Fetched 48 OHLC candles for ethereum
2026-05-21 14:20:22,861 | INFO     | src.db_manager       | 🕯️  Inserted 0 OHLC rows for ETH
2026-05-21 14:20:34,106 | INFO     | StreamingEngine      | ── Cycle 11 ──
2026-05-21 14:20:34,156 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,471.00, ADA=$0.25, DOGE=$0.10, ETH=$2,124.26, XRP=$1.37, SOL=$86.31
2026-05-21 14:20:34,159 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:20:34 UTC
2026-05-21 14:20:49,163 | INFO     | StreamingEngine      | ── Cycle 12 ──
2026-05-21 14:20:49,233 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,471.00, ADA=$0.25, DOGE=$0.10, ETH=$2,124.26, XRP=$1.37, SOL=$86.31
2026-05-21 14:20:49,237 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:20:49 UTC
2026-05-21 14:21:04,240 | INFO     | StreamingEngine      | ── Cycle 13 ──
2026-05-21 14:21:04,299 | INFO     | src.api_client       | 💰 Fetched prices for 6 coins: BTC=$77,471.00, ADA=$0.25, DOGE=$0.10, ETH=$2,124.26, XRP=$1.37, SOL=$86.31
2026-05-21 14:21:04,303 | INFO     | src.db_manager       | 📊 Inserted 6 ticker rows at 07:21:04 UTC
2026-05-21 14:21:19,310 | INFO     | StreamingEngine      | ── Cycle 14 ──
